codigo,nombre,tipo,capitulo,grupo,subgrupo,categoria,codigo_jerarquico,sexo_aplicable,quirurgico,habilitado,actualizado_en
810517,ARTRODESIS DE LA REGIÓN TORÁCICA DE CUATRO A SEIS VÉRTEBRAS TÉCNICA POSTERIOR CON INSTRUMENTACIÓN VÍA PERCUTÁNEA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,ARTRODESIS O FUSIÓN TORÁCICA TÉCNICA POSTERIOR,81.0.5.17,Z,true,true,2026-04-29 12:54:39
810518,ARTRODESIS DE LA REGIÓN TORÁCICA MÁS DE SEIS VÉRTEBRAS TÉCNICA POSTERIOR CON INSTRUMENTACIÓN VÍA ABIERTA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,ARTRODESIS O FUSIÓN TORÁCICA TÉCNICA POSTERIOR,81.0.5.18,Z,true,true,2026-04-29 12:54:39
810519,ARTRODESIS DE LA REGIÓN TORÁCICA MÁS DE SEIS VÉRTEBRAS TÉCNICA POSTERIOR CON INSTRUMENTACIÓN VÍA PERCUTÁNEA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,ARTRODESIS O FUSIÓN TORÁCICA TÉCNICA POSTERIOR,81.0.5.19,Z,true,true,2026-04-29 12:54:39
810520,ARTRODESIS DE LA REGIÓN TORACOLUMBAR TÉCNICA POSTERIOR SIN INSTRUMENTACIÓN VÍA ABIERTA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,ARTRODESIS O FUSIÓN TORÁCICA TÉCNICA POSTERIOR,81.0.5.20,Z,true,true,2026-04-29 12:54:39
810521,ARTRODESIS DE LA REGIÓN TORACOLUMBAR TÉCNICA POSTERIOR SIN INSTRUMENTACIÓN VÍA PERCUTÁNEA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,ARTRODESIS O FUSIÓN TORÁCICA TÉCNICA POSTERIOR,81.0.5.21,Z,true,true,2026-04-29 12:54:39
810522,ARTRODESIS DE LA REGIÓN TORACOLUMBAR TÉCNICA POSTERIOR CON INSTRUMENTACIÓN VÍA ABIERTA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,ARTRODESIS O FUSIÓN TORÁCICA TÉCNICA POSTERIOR,81.0.5.22,Z,true,true,2026-04-29 12:54:39
810523,ARTRODESIS DE LA REGIÓN TORACOLUMBAR TÉCNICA POSTERIOR CON INSTRUMENTACIÓN VÍA PERCUTÁNEA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,ARTRODESIS O FUSIÓN TORÁCICA TÉCNICA POSTERIOR,81.0.5.23,Z,true,true,2026-04-29 12:54:39
810524,ARTRODESIS INTERSOMÁTICA TORÁCICA VÍA POSTERIOR DE UNO A TRES SEGMENTOS TRANSFORAMINAL ABIERTA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,ARTRODESIS O FUSIÓN TORÁCICA TÉCNICA POSTERIOR,81.0.5.24,Z,true,true,2026-04-29 12:54:39
810525,ARTRODESIS INTERSOMÁTICA TORÁCICA VÍA POSTERIOR DE UNO A TRES SEGMENTOS TRANSFORAMINAL PERCUTÁNEA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,ARTRODESIS O FUSIÓN TORÁCICA TÉCNICA POSTERIOR,81.0.5.25,Z,true,true,2026-04-29 12:54:39
810526,ARTRODESIS INTERSOMÁTICA TORÁCICA VÍA POSTERIOR MÁS DE TRES SEGMENTOS TRANSFORAMINAL ABIERTA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,ARTRODESIS O FUSIÓN TORÁCICA TÉCNICA POSTERIOR,81.0.5.26,Z,true,true,2026-04-29 12:54:39
810527,ARTRODESIS INTERSOMÁTICA TORÁCICA VÍA POSTERIOR MÁS DE TRES SEGMENTOS TRANSFORAMINAL PERCUTÁNEA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,ARTRODESIS O FUSIÓN TORÁCICA TÉCNICA POSTERIOR,81.0.5.27,Z,true,true,2026-04-29 12:54:39
810528,ARTRODESIS INTERSOMÁTICA TORÁCICA VÍA POSTEROLATERAL DE UNO A TRES SEGMENTOS ABIERTA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,ARTRODESIS O FUSIÓN TORÁCICA TÉCNICA POSTERIOR,81.0.5.28,Z,true,true,2026-04-29 12:54:39
810529,ARTRODESIS INTERSOMÁTICA TORÁCICA VÍA POSTEROLATERAL DE UNO A TRES SEGMENTOS PERCUTÁNEA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,ARTRODESIS O FUSIÓN TORÁCICA TÉCNICA POSTERIOR,81.0.5.29,Z,true,true,2026-04-29 12:54:39
810530,ARTRODESIS INTERSOMÁTICA TORÁCICA VÍA POSTEROLATERAL MÁS DE TRES SEGMENTOS ABIERTA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,ARTRODESIS O FUSIÓN TORÁCICA TÉCNICA POSTERIOR,81.0.5.30,Z,true,true,2026-04-29 12:54:39
810531,ARTRODESIS INTERSOMÁTICA TORÁCICA VÍA POSTEROLATERAL MÁS DE TRES SEGMENTOS PERCUTÁNEA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,ARTRODESIS O FUSIÓN TORÁCICA TÉCNICA POSTERIOR,81.0.5.31,Z,true,true,2026-04-29 12:54:39
810532,ARTRODESIS INTERCORPORAL TORÁCICA VÍA POSTEROLATERAL DE UNA VÉRTEBRA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,ARTRODESIS O FUSIÓN TORÁCICA TÉCNICA POSTERIOR,81.0.5.32,Z,true,true,2026-04-29 12:54:39
810533,ARTRODESIS INTERCORPORAL TORÁCICA VÍA POSTEROLATERAL MÁS DE UNA VÉRTEBRA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,ARTRODESIS O FUSIÓN TORÁCICA TÉCNICA POSTERIOR,81.0.5.33,Z,true,true,2026-04-29 12:54:39
810605,ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL DE UNA A TRES VÉRTEBRAS SIN INSTRUMENTACIÓN VÍA ABIERTA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.05,Z,true,true,2026-04-29 12:54:39
810606,ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL DE UNA A TRES VÉRTEBRAS SIN INSTRUMENTACIÓN VÍA PERCUTÁNEA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.06,Z,true,true,2026-04-29 12:54:39
810607,ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL DE UNA A TRES VÉRTEBRAS SIN INSTRUMENTACIÓN VÍA ENDOSCÓPICA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.07,Z,true,true,2026-04-29 12:54:39
810608,ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL MÁS DE TRES VÉRTEBRAS SIN INSTRUMENTACIÓN VÍA ABIERTA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.08,Z,true,true,2026-04-29 12:54:39
810609,ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL MÁS DE TRES VÉRTEBRAS SIN INSTRUMENTACIÓN VÍA PERCUTÁNEA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.09,Z,true,true,2026-04-29 12:54:39
810610,ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL MÁS DE TRES VÉRTEBRAS SIN INSTRUMENTACIÓN VÍA ENDOSCÓPICA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.10,Z,true,true,2026-04-29 12:54:39
810613,ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL DE UNA A TRES VÉRTEBRAS CON INSTRUMENTACIÓN VÍA ABIERTA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.13,Z,true,true,2026-04-29 12:54:39
810614,ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL DE UNA A TRES VÉRTEBRAS CON INSTRUMENTACIÓN VÍA PERCUTÁNEA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.14,Z,true,true,2026-04-29 12:54:39
810615,ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL DE UNA A TRES VÉRTEBRAS CON INSTRUMENTACIÓN VÍA ENDOSCÓPICA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.15,Z,true,true,2026-04-29 12:54:39
810616,ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL MÁS DE TRES VÉRTEBRAS CON INSTRUMENTACIÓN VÍA ABIERTA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.16,Z,true,true,2026-04-29 12:54:39
810617,ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL MÁS DE TRES VÉRTEBRAS CON INSTRUMENTACIÓN VÍA PERCUTÁNEA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.17,Z,true,true,2026-04-29 12:54:39
810618,ARTRODESIS DE LA REGIÓN LUMBAR TÉCNICA ANTERIOR O LATERAL MÁS DE TRES VÉRTEBRAS CON INSTRUMENTACIÓN VÍA ENDOSCÓPICA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.18,Z,true,true,2026-04-29 12:54:39
810619,ARTRODESIS DE LA UNIÓN LUMBOSACRA TÉCNICA ANTERIOR O LATERAL SIN INSTRUMENTACIÓN VÍA ABIERTA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.19,Z,true,true,2026-04-29 12:54:39
810620,ARTRODESIS DE LA UNIÓN LUMBOSACRA TÉCNICA ANTERIOR O LATERAL SIN INSTRUMENTACIÓN VÍA PERCUTÁNEA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.20,Z,true,true,2026-04-29 12:54:39
810621,ARTRODESIS DE LA UNIÓN LUMBOSACRA TÉCNICA ANTERIOR O LATERAL SIN INSTRUMENTACIÓN VÍA ENDOSCÓPICA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.21,Z,true,true,2026-04-29 12:54:39
810622,ARTRODESIS DE LA UNIÓN LUMBOSACRA TÉCNICA ANTERIOR O LATERAL CON INSTRUMENTACIÓN VÍA ABIERTA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.22,Z,true,true,2026-04-29 12:54:39
810623,ARTRODESIS DE LA UNIÓN LUMBOSACRA TÉCNICA ANTERIOR O LATERAL CON INSTRUMENTACIÓN VÍA PERCUTÁNEA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.23,Z,true,true,2026-04-29 12:54:39
810624,ARTRODESIS DE LA UNIÓN LUMBOSACRA TÉCNICA ANTERIOR O LATERAL CON INSTRUMENTACIÓN VÍA ENDOSCÓPICA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.24,Z,true,true,2026-04-29 12:54:39
810625,ARTRODESIS DE LA UNIÓN LUMBOSACRA TÉCNICA ANTERIOR TRANSACRA CON INSTRUMENTACIÓN VÍA RETROPERITONEAL,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.25,Z,true,true,2026-04-29 12:54:39
810626,ARTRODESIS DE LA UNIÓN LUMBOPÉLVICA TÉCNICA ANTERIOR SIN INSTRUMENTACIÓN VÍA ABIERTA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.26,Z,true,true,2026-04-29 12:54:39
810627,ARTRODESIS DE LA UNIÓN LUMBOPÉLVICA TÉCNICA ANTERIOR SIN INSTRUMENTACIÓN VÍA PERCUTÁNEA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.27,Z,true,true,2026-04-29 12:54:39
810628,ARTRODESIS DE LA UNIÓN LUMBOPÉLVICA TÉCNICA ANTERIOR CON INSTRUMENTACIÓN VÍA ABIERTA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.28,Z,true,true,2026-04-29 12:54:39
810629,ARTRODESIS DE LA UNIÓN LUMBOPÉLVICA TÉCNICA ANTERIOR CON INSTRUMENTACIÓN VÍA PERCUTÁNEA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.29,Z,true,true,2026-04-29 12:54:39
810630,ARTRODESIS DE LA UNIÓN SACROILÍACA TÉCNICA ANTERIOR SIN INSTRUMENTACIÓN VÍA ABIERTA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.30,Z,true,true,2026-04-29 12:54:39
810631,ARTRODESIS DE LA UNIÓN SACROILÍACA TÉCNICA ANTERIOR SIN INSTRUMENTACIÓN VÍA PERCUTÁNEA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.31,Z,true,true,2026-04-29 12:54:39
810632,ARTRODESIS DE LA UNIÓN SACROILÍACA TÉCNICA ANTERIOR CON INSTRUMENTACIÓN VÍA ABIERTA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.32,Z,true,true,2026-04-29 12:54:39
810633,ARTRODESIS DE LA UNIÓN SACROILÍACA TÉCNICA ANTERIOR CON INSTRUMENTACIÓN VÍA PERCUTÁNEA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.33,Z,true,true,2026-04-29 12:54:39
810634,ARTRODESIS INTERSOMÁTICA LUMBOSACRA HASTA DOS SEGMENTOS TÉCNICA ANTERIOR O LATERAL VÍA ABIERTA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.34,Z,true,true,2026-04-29 12:54:39
810635,ARTRODESIS INTERSOMÁTICA LUMBOSACRA HASTA DOS SEGMENTOS TÉCNICA ANTERIOR O LATERAL VÍA PERCUTÁNEA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.35,Z,true,true,2026-04-29 12:54:39
810636,ARTRODESIS INTERSOMÁTICA LUMBOSACRA HASTA DOS SEGMENTOS TÉCNICA ANTERIOR O LATERAL VÍA ENDOSCÓPICA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.36,Z,true,true,2026-04-29 12:54:39
810637,ARTRODESIS INTERSOMÁTICA LUMBOSACRA MÁS DE DOS SEGMENTOS TÉCNICA ANTERIOR O LATERAL VÍA ABIERTA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.37,Z,true,true,2026-04-29 12:54:39
810638,ARTRODESIS INTERSOMÁTICA LUMBOSACRA MÁS DE DOS SEGMENTOS TÉCNICA ANTERIOR O LATERAL VÍA PERCUTÁNEA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.38,Z,true,true,2026-04-29 12:54:39
810639,ARTRODESIS INTERSOMÁTICA LUMBOSACRA MÁS DE DOS SEGMENTOS TÉCNICA ANTERIOR O LATERAL VÍA ENDOSCÓPICA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.39,Z,true,true,2026-04-29 12:54:39
810640,ARTRODESIS INTERSOMÁTICA TRANSACRA ANTERIOR VÍA ABIERTA,CUPS,CapItulo 13 SISTEMA OSTEOMUSCULAR,PROCEDIMIENTOS DE REPARACIÓN Y PLASTIAS EN ESTRUCTURAS DE LA ARTICULACIÓN,ARTRODESIS O FUSIÓN ESPINAL,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y LUMBOSACRA, TÉCNICA ANTERIOR",81.0.6.40,Z,true,true,2026-04-29 12:54:39
